No,MemoryID,Word1,Word2,Title,Poem,EndingRule,Mood,ObservationType,SceneTheme,Location,TimeOfDay,Weather,Brightness,Palette,Subject,Symbol,Composition,Lighting,CameraStyle,Rarity,RareEffect,ImagePrompt,Filename,OutputPath,Generate,GenerationStatus,ReviewStatus,Notes
076,M076,名前のない,夕暮れ,名前のない夕暮れ,"夜気がゆっくり近づく。
扇風機に向かって『あー』と言いたくなった。
風だけ知っていた。",だけが,Smile,Smile,夏の夕暮れ,住宅街または河川敷,月夜,雨上がり,Normal,teal shadows with faded amber,a child-sized silhouette far in the background,長い影と茜空,鳥居,月明かり,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 夏の夕暮れ at 住宅街または河川敷. Title concept: 名前のない夕暮れ. Visual motif: 長い影と茜空. Subject: a child-sized silhouette far in the background. Composition: symmetrical framing through a shrine gate. Time: 月夜. Weather and air: 雨上がり. Lighting: 月明かり. Color palette: teal shadows with faded amber. Emotional tone: Smile, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 夜気がゆっくり近づく。 / 扇風機に向かって『あー』と言いたくなった。 / 風だけ知っていた。.",076.webp,images/memory/076.webp,YES,PENDING,UNREVIEWED,
077,M077,名前のない,鳥居,名前のない鳥居,"夜気がゆっくり近づく。
名前のない鳥居を思い出しそうになる。
足音だけ越えていった。",だけが,Serious,Boundary,境界に立つ鳥居,神社の入口,夜,雨上がり,Rare Glitch,near-black with corrupted magenta and cyan,"no visible person, only traces of presence",鳥居としめ縄,横顔,灯籠,404 Memory Camera,RARE,SIGNAL NOISE,"404 Memory Camera observation error, corrupted summer memory, heavy VHS noise, RGB split, scanline interference, digital tearing, missing fragments, double exposure, signal loss, unsettling but beautiful, red and cyan glitch accents, the numerals 404 clearly visible inside the scene as part of the corrupted memory, vertical 9:16, 1080x1920, no other readable text, no UI frame, no watermark. Scene: 境界に立つ鳥居 at 神社の入口. Title concept: 名前のない鳥居. Visual motif: 鳥居としめ縄. Subject: no visible person, only traces of presence. Composition: quiet side profile, facial features soft and indistinct. Time: 夜. Weather and air: 雨上がり. Lighting: 灯籠. Color palette: near-black with corrupted magenta and cyan. Emotional tone: Serious, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 夜気がゆっくり近づく。 / 名前のない鳥居を思い出しそうになる。 / 足音だけ越えていった。. Error label concept: SIGNAL NOISE.",077.webp,images/memory/077.webp,YES,PENDING,UNREVIEWED,
078,M078,名前のない,灯籠,名前のない灯籠,"空はまだ青かった。
屋台の匂いに負けた。
光だけ流れていた。",だけが,Smile,Smile,水面を流れる灯籠,静かな川,夜,微風,Normal,rain-washed blue with small golden lights,a hand holding a small summer object,灯りと水面,鳥居,花火,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 水面を流れる灯籠 at 静かな川. Title concept: 名前のない灯籠. Visual motif: 灯りと水面. Subject: a hand holding a small summer object. Composition: symmetrical framing through a shrine gate. Time: 夜. Weather and air: 微風. Lighting: 花火. Color palette: rain-washed blue with small golden lights. Emotional tone: Smile, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 空はまだ青かった。 / 屋台の匂いに負けた。 / 光だけ流れていた。.",078.webp,images/memory/078.webp,YES,PENDING,UNREVIEWED,
079,M079,名前のない,河川敷,名前のない河川敷,"ノイズが静かに混ざる。
名前のない河川敷を思い出しそうになる。
水面だけ笑っていた。",だけが,Serious,Memory,夏の河川敷,川沿いの道,夜,雨上がり,Normal,deep indigo and soft cyan,a lone person seen from behind,草と風,後ろ姿,花火,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 夏の河川敷 at 川沿いの道. Title concept: 名前のない河川敷. Visual motif: 草と風. Subject: a lone person seen from behind. Composition: rear view, face not visible. Time: 夜. Weather and air: 雨上がり. Lighting: 花火. Color palette: deep indigo and soft cyan. Emotional tone: Serious, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: ノイズが静かに混ざる。 / 名前のない河川敷を思い出しそうになる。 / 水面だけ笑っていた。.",079.webp,images/memory/079.webp,YES,PENDING,UNREVIEWED,
080,M080,名前のない,蝉時雨,名前のない蝉時雨,"月が低く見えた。
線香花火をまだ信じていた。
木陰だけ涼しかった。",だけが,Smile,Smile,蝉時雨の木陰,古い公園または参道,月夜,薄曇り,Normal,midnight blue with warm lantern orange,two distant figures walking quietly,木漏れ日と蝉の気配,横顔,夕暮れ,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 蝉時雨の木陰 at 古い公園または参道. Title concept: 名前のない蝉時雨. Visual motif: 木漏れ日と蝉の気配. Subject: two distant figures walking quietly. Composition: quiet side profile, facial features soft and indistinct. Time: 月夜. Weather and air: 薄曇り. Lighting: 夕暮れ. Color palette: midnight blue with warm lantern orange. Emotional tone: Smile, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 月が低く見えた。 / 線香花火をまだ信じていた。 / 木陰だけ涼しかった。.",080.webp,images/memory/080.webp,YES,PENDING,UNREVIEWED,
081,M081,名前のない,祭り囃子,名前のない祭り囃子,"ノイズが静かに混ざる。
名前のない祭り囃子を思い出しそうになる。
音だけ帰らなかった。",だけが,Serious,Memory,遠くの祭り囃子,夜の路地,夕暮れ,晴れ,Bright,"peach dusk, lavender clouds and reflected gold",an empty chair suggesting someone just left,太鼓と揺れる提灯,後ろ姿,花火,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark, brighter exposure, luminous summer air, hopeful but not overly cheerful. Scene: 遠くの祭り囃子 at 夜の路地. Title concept: 名前のない祭り囃子. Visual motif: 太鼓と揺れる提灯. Subject: an empty chair suggesting someone just left. Composition: rear view, face not visible. Time: 夕暮れ. Weather and air: 晴れ. Lighting: 花火. Color palette: peach dusk, lavender clouds and reflected gold. Emotional tone: Serious, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: ノイズが静かに混ざる。 / 名前のない祭り囃子を思い出しそうになる。 / 音だけ帰らなかった。.",081.webp,images/memory/081.webp,YES,PENDING,UNREVIEWED,
082,M082,名前のない,帰り道,名前のない帰り道,"ノイズが静かに混ざる。
サンダルに小石が入った。
街灯だけ待っていた。",だけが,Smile,Smile,祭りの帰り道,濡れた住宅街,青い時間,薄曇り,Normal,teal shadows with faded amber,a child-sized silhouette far in the background,街灯と二つの影,鳥居,月明かり,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 祭りの帰り道 at 濡れた住宅街. Title concept: 名前のない帰り道. Visual motif: 街灯と二つの影. Subject: a child-sized silhouette far in the background. Composition: symmetrical framing through a shrine gate. Time: 青い時間. Weather and air: 薄曇り. Lighting: 月明かり. Color palette: teal shadows with faded amber. Emotional tone: Smile, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: ノイズが静かに混ざる。 / サンダルに小石が入った。 / 街灯だけ待っていた。.",082.webp,images/memory/082.webp,YES,PENDING,UNREVIEWED,
083,M083,名前のない,夜店,名前のない夜店,"夜気がゆっくり近づく。
名前のない夜店を思い出しそうになる。
財布だけ静かだった。",だけが,Serious,Memory,閉店前の夜店,祭りの屋台通り,青い時間,雨上がり,Normal,summer dusk peach and cobalt blue,"no visible person, only traces of presence",食べ物の湯気と裸電球,横顔,花火,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 閉店前の夜店 at 祭りの屋台通り. Title concept: 名前のない夜店. Visual motif: 食べ物の湯気と裸電球. Subject: no visible person, only traces of presence. Composition: quiet side profile, facial features soft and indistinct. Time: 青い時間. Weather and air: 雨上がり. Lighting: 花火. Color palette: summer dusk peach and cobalt blue. Emotional tone: Serious, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 夜気がゆっくり近づく。 / 名前のない夜店を思い出しそうになる。 / 財布だけ静かだった。.",083.webp,images/memory/083.webp,YES,PENDING,UNREVIEWED,
084,M084,名前のない,打ち上げ跡,名前のない打ち上げ跡,"風が少し止んだ。
ビー玉が最後まで出てこない。
煙だけ知っていた。",だけが,Smile,Smile,花火大会の打ち上げ跡,人気のない河川敷,夜,雨上がり,Normal,rain-washed blue with small golden lights,a hand holding a small summer object,煙と空の椅子,空,月明かり,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 花火大会の打ち上げ跡 at 人気のない河川敷. Title concept: 名前のない打ち上げ跡. Visual motif: 煙と空の椅子. Subject: a hand holding a small summer object. Composition: wide view dominated by the summer sky. Time: 夜. Weather and air: 雨上がり. Lighting: 月明かり. Color palette: rain-washed blue with small golden lights. Emotional tone: Smile, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 風が少し止んだ。 / ビー玉が最後まで出てこない。 / 煙だけ知っていた。.",084.webp,images/memory/084.webp,YES,PENDING,UNREVIEWED,
085,M085,誰にも言えない,夏祭り,誰にも言えない夏祭り,"夜気がゆっくり近づく。
誰にも言えない夏祭りを思い出しそうになる。
夜風だけ覚えていた。",だけが,Serious,Memory,神社の夏祭り,神社参道,日没直前,晴れ,Bright,"fresh green, pale cyan and warm white",a lone person seen from behind,提灯と屋台,足元,花火,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark, brighter exposure, luminous summer air, hopeful but not overly cheerful. Scene: 神社の夏祭り at 神社参道. Title concept: 誰にも言えない夏祭り. Visual motif: 提灯と屋台. Subject: a lone person seen from behind. Composition: low angle close-up of sandals and wet ground. Time: 日没直前. Weather and air: 晴れ. Lighting: 花火. Color palette: fresh green, pale cyan and warm white. Emotional tone: Serious, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 夜気がゆっくり近づく。 / 誰にも言えない夏祭りを思い出しそうになる。 / 夜風だけ覚えていた。.",085.webp,images/memory/085.webp,YES,PENDING,UNREVIEWED,
086,M086,誰にも言えない,花火,誰にも言えない花火,"風が少し止んだ。
屋台の匂いに負けた。
夜だけが残った。",だけが,Smile,Smile,打ち上げ花火,河川敷または湖畔,青い時間,雨上がり,Normal,midnight blue with warm lantern orange,two distant figures walking quietly,花火と煙,足元,灯籠,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 打ち上げ花火 at 河川敷または湖畔. Title concept: 誰にも言えない花火. Visual motif: 花火と煙. Subject: two distant figures walking quietly. Composition: low angle close-up of sandals and wet ground. Time: 青い時間. Weather and air: 雨上がり. Lighting: 灯籠. Color palette: midnight blue with warm lantern orange. Emotional tone: Smile, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 風が少し止んだ。 / 屋台の匂いに負けた。 / 夜だけが残った。.",086.webp,images/memory/086.webp,YES,PENDING,UNREVIEWED,
087,M087,誰にも言えない,ラムネ,誰にも言えないラムネ,"夜気がゆっくり近づく。
誰にも言えないラムネを思い出しそうになる。
指だけ頑張っていた。",だけが,Serious,Memory,冷たいラムネ瓶,縁側または夜店,夜,雨上がり,Normal,violet-blue with pale moonlight,an empty chair suggesting someone just left,ビー玉と水滴,足元,花火,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 冷たいラムネ瓶 at 縁側または夜店. Title concept: 誰にも言えないラムネ. Visual motif: ビー玉と水滴. Subject: an empty chair suggesting someone just left. Composition: low angle close-up of sandals and wet ground. Time: 夜. Weather and air: 雨上がり. Lighting: 花火. Color palette: violet-blue with pale moonlight. Emotional tone: Serious, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 夜気がゆっくり近づく。 / 誰にも言えないラムネを思い出しそうになる。 / 指だけ頑張っていた。.",087.webp,images/memory/087.webp,YES,PENDING,UNREVIEWED,
088,M088,誰にも言えない,夕暮れ,誰にも言えない夕暮れ,"風鈴がひとつ鳴った。
屋台の匂いに負けた。
影だけ伸びていた。",だけが,Smile,Smile,夏の夕暮れ,住宅街または河川敷,夜,無風,Rare Glitch,near-black with corrupted magenta and cyan,a child-sized silhouette far in the background,長い影と茜空,後ろ姿,夕暮れ,404 Memory Camera,RARE,MEMORY ERROR,"404 Memory Camera observation error, corrupted summer memory, heavy VHS noise, RGB split, scanline interference, digital tearing, missing fragments, double exposure, signal loss, unsettling but beautiful, red and cyan glitch accents, the numerals 404 clearly visible inside the scene as part of the corrupted memory, vertical 9:16, 1080x1920, no other readable text, no UI frame, no watermark. Scene: 夏の夕暮れ at 住宅街または河川敷. Title concept: 誰にも言えない夕暮れ. Visual motif: 長い影と茜空. Subject: a child-sized silhouette far in the background. Composition: rear view, face not visible. Time: 夜. Weather and air: 無風. Lighting: 夕暮れ. Color palette: near-black with corrupted magenta and cyan. Emotional tone: Smile, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 風鈴がひとつ鳴った。 / 屋台の匂いに負けた。 / 影だけ伸びていた。. Error label concept: MEMORY ERROR.",088.webp,images/memory/088.webp,YES,PENDING,UNREVIEWED,
089,M089,誰にも言えない,鳥居,誰にも言えない鳥居,"空はまだ青かった。
誰にも言えない鳥居を思い出しそうになる。
足音だけ越えていった。",だけが,Serious,Boundary,境界に立つ鳥居,神社の入口,月夜,雨上がり,Normal,summer dusk peach and cobalt blue,"no visible person, only traces of presence",鳥居としめ縄,鳥居,月明かり,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 境界に立つ鳥居 at 神社の入口. Title concept: 誰にも言えない鳥居. Visual motif: 鳥居としめ縄. Subject: no visible person, only traces of presence. Composition: symmetrical framing through a shrine gate. Time: 月夜. Weather and air: 雨上がり. Lighting: 月明かり. Color palette: summer dusk peach and cobalt blue. Emotional tone: Serious, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 空はまだ青かった。 / 誰にも言えない鳥居を思い出しそうになる。 / 足音だけ越えていった。.",089.webp,images/memory/089.webp,YES,PENDING,UNREVIEWED,
090,M090,誰にも言えない,灯籠,誰にも言えない灯籠,"ノイズが静かに混ざる。
ラムネの泡だけ元気だった。
光だけ流れていた。",だけが,Smile,Smile,水面を流れる灯籠,静かな川,夕暮れ後,雨上がり,Normal,rain-washed blue with small golden lights,a hand holding a small summer object,灯りと水面,水面,灯籠,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 水面を流れる灯籠 at 静かな川. Title concept: 誰にも言えない灯籠. Visual motif: 灯りと水面. Subject: a hand holding a small summer object. Composition: low angle focused on reflections on water. Time: 夕暮れ後. Weather and air: 雨上がり. Lighting: 灯籠. Color palette: rain-washed blue with small golden lights. Emotional tone: Smile, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: ノイズが静かに混ざる。 / ラムネの泡だけ元気だった。 / 光だけ流れていた。.",090.webp,images/memory/090.webp,YES,PENDING,UNREVIEWED,
091,M091,誰にも言えない,河川敷,誰にも言えない河川敷,"灯りが水面にほどける。
誰にも言えない河川敷を思い出しそうになる。
水面だけ笑っていた。",だけが,Serious,Memory,夏の河川敷,川沿いの道,夜,薄曇り,Normal,deep indigo and soft cyan,a lone person seen from behind,草と風,水面,夕暮れ,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 夏の河川敷 at 川沿いの道. Title concept: 誰にも言えない河川敷. Visual motif: 草と風. Subject: a lone person seen from behind. Composition: low angle focused on reflections on water. Time: 夜. Weather and air: 薄曇り. Lighting: 夕暮れ. Color palette: deep indigo and soft cyan. Emotional tone: Serious, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 灯りが水面にほどける。 / 誰にも言えない河川敷を思い出しそうになる。 / 水面だけ笑っていた。.",091.webp,images/memory/091.webp,YES,PENDING,UNREVIEWED,
092,M092,誰にも言えない,蝉時雨,誰にも言えない蝉時雨,"夜気がゆっくり近づく。
扇風機に向かって『あー』と言いたくなった。
木陰だけ涼しかった。",だけが,Smile,Smile,蝉時雨の木陰,古い公園または参道,日没直前,風がある,Bright,bright summer blue and soft golden sunlight,two distant figures walking quietly,木漏れ日と蝉の気配,水面,青白い光,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark, brighter exposure, luminous summer air, hopeful but not overly cheerful. Scene: 蝉時雨の木陰 at 古い公園または参道. Title concept: 誰にも言えない蝉時雨. Visual motif: 木漏れ日と蝉の気配. Subject: two distant figures walking quietly. Composition: low angle focused on reflections on water. Time: 日没直前. Weather and air: 風がある. Lighting: 青白い光. Color palette: bright summer blue and soft golden sunlight. Emotional tone: Smile, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 夜気がゆっくり近づく。 / 扇風機に向かって『あー』と言いたくなった。 / 木陰だけ涼しかった。.",092.webp,images/memory/092.webp,YES,PENDING,UNREVIEWED,
093,M093,誰にも言えない,祭り囃子,誰にも言えない祭り囃子,"風鈴がひとつ鳴った。
誰にも言えない祭り囃子を思い出しそうになる。
太鼓だけ急いでいた。",だけが,Serious,Memory,遠くの祭り囃子,夜の路地,夕暮れ後,薄曇り,Normal,violet-blue with pale moonlight,an empty chair suggesting someone just left,太鼓と揺れる提灯,空,灯籠,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 遠くの祭り囃子 at 夜の路地. Title concept: 誰にも言えない祭り囃子. Visual motif: 太鼓と揺れる提灯. Subject: an empty chair suggesting someone just left. Composition: wide view dominated by the summer sky. Time: 夕暮れ後. Weather and air: 薄曇り. Lighting: 灯籠. Color palette: violet-blue with pale moonlight. Emotional tone: Serious, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 風鈴がひとつ鳴った。 / 誰にも言えない祭り囃子を思い出しそうになる。 / 太鼓だけ急いでいた。.",093.webp,images/memory/093.webp,YES,PENDING,UNREVIEWED,
094,M094,誰にも言えない,帰り道,誰にも言えない帰り道,"汗が少し乾いた。
線香花火をまだ信じていた。
靴音だけ続いていた。",だけが,Smile,Smile,祭りの帰り道,濡れた住宅街,月夜,微風,Normal,teal shadows with faded amber,a child-sized silhouette far in the background,街灯と二つの影,手元,夕暮れ,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 祭りの帰り道 at 濡れた住宅街. Title concept: 誰にも言えない帰り道. Visual motif: 街灯と二つの影. Subject: a child-sized silhouette far in the background. Composition: close-up of hands and an object, face not visible. Time: 月夜. Weather and air: 微風. Lighting: 夕暮れ. Color palette: teal shadows with faded amber. Emotional tone: Smile, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 汗が少し乾いた。 / 線香花火をまだ信じていた。 / 靴音だけ続いていた。.",094.webp,images/memory/094.webp,YES,PENDING,UNREVIEWED,
095,M095,誰にも言えない,夜店,誰にも言えない夜店,"月が低く見えた。
誰にも言えない夜店を思い出しそうになる。
匂いだけ笑っていた。",だけが,Serious,Memory,閉店前の夜店,祭りの屋台通り,夕暮れ後,湿った夜気,Normal,summer dusk peach and cobalt blue,"no visible person, only traces of presence",食べ物の湯気と裸電球,手元,月明かり,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 閉店前の夜店 at 祭りの屋台通り. Title concept: 誰にも言えない夜店. Visual motif: 食べ物の湯気と裸電球. Subject: no visible person, only traces of presence. Composition: close-up of hands and an object, face not visible. Time: 夕暮れ後. Weather and air: 湿った夜気. Lighting: 月明かり. Color palette: summer dusk peach and cobalt blue. Emotional tone: Serious, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 月が低く見えた。 / 誰にも言えない夜店を思い出しそうになる。 / 匂いだけ笑っていた。.",095.webp,images/memory/095.webp,YES,PENDING,UNREVIEWED,
096,M096,誰にも言えない,打ち上げ跡,誰にも言えない打ち上げ跡,"夜気がゆっくり近づく。
屋台の匂いに負けた。
煙だけ知っていた。",だけが,Smile,Smile,花火大会の打ち上げ跡,人気のない河川敷,朝,薄曇り,Bright,"fresh green, pale cyan and warm white",a hand holding a small summer object,煙と空の椅子,後ろ姿,灯籠,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark, brighter exposure, luminous summer air, hopeful but not overly cheerful. Scene: 花火大会の打ち上げ跡 at 人気のない河川敷. Title concept: 誰にも言えない打ち上げ跡. Visual motif: 煙と空の椅子. Subject: a hand holding a small summer object. Composition: rear view, face not visible. Time: 朝. Weather and air: 薄曇り. Lighting: 灯籠. Color palette: fresh green, pale cyan and warm white. Emotional tone: Smile, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 夜気がゆっくり近づく。 / 屋台の匂いに負けた。 / 煙だけ知っていた。.",096.webp,images/memory/096.webp,YES,PENDING,UNREVIEWED,
097,M097,接続不能の,夏祭り,接続不能の夏祭り,"空はまだ青かった。
接続不能の夏祭りを思い出しそうになる。
笑い声だけ残った。",だけが,Serious,Memory,神社の夏祭り,神社参道,月夜,雨上がり,Normal,deep indigo and soft cyan,a lone person seen from behind,提灯と屋台,空,夕暮れ,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 神社の夏祭り at 神社参道. Title concept: 接続不能の夏祭り. Visual motif: 提灯と屋台. Subject: a lone person seen from behind. Composition: wide view dominated by the summer sky. Time: 月夜. Weather and air: 雨上がり. Lighting: 夕暮れ. Color palette: deep indigo and soft cyan. Emotional tone: Serious, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 空はまだ青かった。 / 接続不能の夏祭りを思い出しそうになる。 / 笑い声だけ残った。.",097.webp,images/memory/097.webp,YES,PENDING,UNREVIEWED,
098,M098,接続不能の,花火,接続不能の花火,"月が低く見えた。
ラムネの泡だけ元気だった。
空だけ覚えていた。",だけが,Smile,Smile,打ち上げ花火,河川敷または湖畔,夜,微風,Normal,midnight blue with warm lantern orange,two distant figures walking quietly,花火と煙,後ろ姿,青白い光,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 打ち上げ花火 at 河川敷または湖畔. Title concept: 接続不能の花火. Visual motif: 花火と煙. Subject: two distant figures walking quietly. Composition: rear view, face not visible. Time: 夜. Weather and air: 微風. Lighting: 青白い光. Color palette: midnight blue with warm lantern orange. Emotional tone: Smile, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 月が低く見えた。 / ラムネの泡だけ元気だった。 / 空だけ覚えていた。.",098.webp,images/memory/098.webp,YES,PENDING,UNREVIEWED,
